,¿­·®(kcal),Åº¼öÈ­¹°(g),´Ü¹éÁú(g),Áö¹æ(g),ºñÅ¸¹ÎA(mg),Æ¼¾Æ¹Î(mg),¸®º¸ÇÃ¶óºó(mg),ºñÅ¸¹ÎC(mg),Ä®½·(mg),Ã¶ºÐ(mg)
Male,900,130.5,21.7,32.4,284,0.44,0.57,33.4,300,4.7
Female,670,100.5,18.4,21.6,217,0.37,0.4,33.4,267,4.7
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
